name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-6.1535777, 106.910887",1/11/2022,31.7,24,26.5,38.7,24,28.3,24.4,89.1,59.4,100,25,rain,0,0,40.7,22.2,273.8,1011,67.2,5.4,147.9,12.7,6,10,2022-01-11T05:46:39,2022-01-11T18:13:40,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",1/12/2022,30.8,24,26.5,36.7,24,28.7,24.2,88.2,11.109,100,16.67,rain,0,0,51.8,20.6,286.3,1011.1,63.3,5.8,201.6,17.4,7,10,2022-01-12T05:47:08,2022-01-12T18:13:58,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/13/2022,30.8,24,27.1,36.5,24,30.1,24.3,85.2,9.373,100,16.67,rain,0,0,29.5,29.9,314.6,1010.9,54.7,6.4,129.3,11.1,6,10,2022-01-13T05:47:36,2022-01-13T18:14:16,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",1/14/2022,29.3,24,26.8,34.9,24,29.5,24.4,87,23.019,100,12.5,rain,0,0,30.6,19,295.4,1010.7,56.2,5.6,220.9,19.1,8,30,2022-01-14T05:48:03,2022-01-14T18:14:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/15/2022,29,24,27,34.1,24,29.7,24.4,86.7,4.747,100,8.33,rain,0,0,33.1,16.6,290.4,1010.6,64,5.8,157.5,13.6,6,30,2022-01-15T05:48:31,2022-01-15T18:14:49,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",1/16/2022,29,25,27.2,34.7,25,30.3,25.3,89.8,9.154,100,8.33,rain,0,0,29.5,11.8,299.6,1010.1,52.1,4.9,203.1,17.5,7,30,2022-01-16T05:48:57,2022-01-16T18:15:04,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/17/2022,31,25,27.8,37.7,25,31.4,24.8,84.5,25.273,100,16.67,rain,0,0,32.8,19.5,299.4,1009.6,62,6,238.3,20.8,9,30,2022-01-17T05:49:24,2022-01-17T18:15:18,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",1/18/2022,28.2,24,26.1,33.2,24,27.3,24.7,92.2,106.769,100,29.17,rain,0,0,40.7,18.4,304.3,1009.4,70.3,5,155,13.3,5,30,2022-01-18T05:49:49,2022-01-18T18:15:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/19/2022,30.7,24,27.1,36.4,24,29.5,24.2,84.9,73.133,100,25,rain,0,0,55.4,27.7,289.3,1008.7,68.1,6,240,20.7,8,30,2022-01-19T05:50:15,2022-01-19T18:15:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",1/20/2022,29.8,24,25.8,34.2,24,26.5,23.4,86.8,1.874,100,16.67,rain,0,0,36,14.2,252.1,1009.5,57.2,6.3,89.8,7.8,4,10,2022-01-20T05:50:39,2022-01-20T18:15:55,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/21/2022,31,24,27.4,36,24,30.1,23.8,81.9,0.367,100,8.33,rain,0,0,34.9,14.8,279.1,1009.3,50.2,6.4,242.7,20.9,8,30,2022-01-21T05:51:03,2022-01-21T18:16:06,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/22/2022,30.8,24,27.2,36.5,24,29.9,24.2,84.4,13.48,100,16.67,rain,0,0,24.1,16.6,278.1,1009.4,56.4,5.9,93.8,8.1,6,10,2022-01-22T05:51:27,2022-01-22T18:16:15,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",1/23/2022,33.5,25,29,41.1,25,32.6,24,75.6,0,0,0,,0,0,28.4,18.9,271.2,1008.4,46,6.6,252.7,21.8,9,30,2022-01-23T05:51:50,2022-01-23T18:16:24,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
