datetime,ISPU PM2.5,temp,dew,humidity,precip,windspeed,AOD
9/13/2022,81.8,27.242,22.632,76,0,1.473,0.306
9/14/2022,88.29,27.314,22.673,75.8,0,1.321,0.476
9/15/2022,92.82,27.653,22.838,75.1,0,1.147,0.444
9/16/2022,88.73,27.315,23.221,78.4,0,1.258,0.311
9/17/2022,84.64,27.783,23.395,77.1,0,1.578,0.573
9/18/2022,91,27.854,23.610,77.7,0.039,1.117,0.364
9/19/2022,91.75,27.023,23.207,79.7,0.001,1.715,0.587
9/20/2022,86.15,27.499,22.762,75.4,0,1.303,0.532
9/21/2022,87.1,27.471,23.329,78.2,0,1.585,0.828
9/22/2022,48,26.901,23.632,82.3,0.84,1.224,0.470
9/23/2022,95.53,26.390,23.679,85.1,0,1.522,0.392
9/24/2022,93.62,27.101,23.372,80.1,0,1.757,1.096
9/25/2022,91.71,27.797,23.413,77.1,0,1.314,0.451
9/26/2022,89.8,27.906,23.211,75.7,0.431,1.397,0.618
9/27/2022,87.89,27.850,22.907,74.5,0,1.513,0.192
9/28/2022,85.98,28.183,22.577,71.6,0,1.279,0.466
9/29/2022,84.07,27.922,23.000,74.6,0,2.107,0.013
9/30/2022,82.16,27.770,23.503,77.6,0,2.736,0.074
10/1/2022,80.25,27.792,23.754,78.7,0,1.684,1.318
10/2/2022,47.36,26.686,23.807,84.3,0.632,1.424,0.800
10/3/2022,63.43,27.040,23.762,82.3,0.078,1.709,0.560
10/4/2022,68.18,26.466,23.654,84.6,0.865,1.150,0.494
10/5/2022,62.92,26.334,23.738,85.7,0.157,1.692,0.343
10/6/2022,72.88,26.326,23.789,86,1.757,1.622,0.773
10/7/2022,69.62,26.037,23.231,84.6,0.209,2.462,0.532
10/8/2022,66.36,26.966,23.369,80.7,0,1.555,0.947
10/9/2022,63.1,26.954,23.336,80.6,0.001,1.348,0.770
10/10/2022,59.83,26.992,23.437,80.9,0,1.166,0.589
10/11/2022,87.11,26.367,23.519,84.4,0.668,1.101,0.608
10/12/2022,89.11,26.626,23.339,82.2,0,1.737,0.626
10/13/2022,79.63,26.633,23.493,82.9,0.83,1.138,0.645
10/14/2022,80.43,27.157,23.602,80.9,0.012,1.151,0.664
10/15/2022,71.86,26.981,23.819,82.9,0.47,0.969,0.683
10/16/2022,77.42,27.590,23.980,80.7,0.392,1.247,0.388
10/17/2022,71.24,27.521,23.985,81.1,0.157,0.912,0.247
10/18/2022,73.47,26.757,24.016,85,0.008,1.178,0.259
10/19/2022,84,26.487,23.956,86,0.784,0.736,0.271
10/20/2022,83.47,26.579,23.881,85.2,0,1.147,0.283
10/21/2022,79.92,27.251,23.632,80.6,0,1.339,0.294
10/22/2022,76.36,27.322,23.907,81.7,0,1.471,0.306
10/23/2022,66.32,27.189,23.858,82.1,1.417,2.849,0.318
10/24/2022,48.6,26.957,23.705,82.4,0,3.312,0.330
10/25/2022,44.32,26.116,23.665,86.4,0.068,3.293,0.342
10/26/2022,49.94,26.226,23.648,85.7,0.59,2.211,0.286
10/27/2022,55.56,27.096,22.755,77.2,0,1.718,0.159
10/28/2022,61.19,28.049,21.945,69.5,0,2.121,0.153
10/29/2022,66.81,27.307,22.887,76.8,0,1.379,0.147
10/30/2022,61.18,27.849,22.852,74.3,0,1.834,0.142
10/31/2022,67.39,27.646,23.440,77.9,0,1.550,0.136
11/1/2022,60.8,27.718,23.382,77.3,0,1.522,0.131
11/2/2022,98.47,27.626,24.027,80.8,0,1.480,0.126
11/3/2022,69.35,27.320,24.004,82.1,0,1.331,0.120
11/4/2022,82.42,27.047,23.726,82.1,1.059,1.136,0.008
11/5/2022,78.2,26.655,23.742,84.1,0,1.520,0.412
11/6/2022,77.38,26.822,23.755,83.3,0,1.232,0.396
11/7/2022,76.56,26.258,23.709,85.9,0.098,1.274,0.379
11/8/2022,75.74,25.987,23.738,87.4,0.303,1.465,0.379
11/9/2022,74.92,26.789,23.189,80.7,0,1.511,0.403
11/10/2022,61.92,26.597,23.633,83.8,0.549,2.529,0.427
11/11/2022,53.24,26.938,23.409,81,0.024,3.158,0.452
11/12/2022,43,26.452,23.673,84.7,0.002,1.374,0.476
11/13/2022,49.38,26.177,23.732,86.4,0.002,1.165,1.034
11/14/2022,59.84,27.206,23.906,82.2,0.02,1.335,1.307
11/15/2022,49.79,27.285,23.795,81.3,0,1.896,1.225
11/16/2022,44.11,27.397,24.037,81.9,0,1.782,1.142
11/17/2022,45.51,25.593,22.649,83.8,2.247,2.593,1.060
11/18/2022,46.92,26.789,23.069,80.1,0,2.896,0.978
11/19/2022,47.39,27.507,23.134,77.1,0,4.014,0.896
11/20/2022,44.62,27.621,22.623,74.2,0,4.167,0.517
11/21/2022,41.36,27.820,22.993,75.1,0,3.308,0.534
11/22/2022,38.35,27.962,23.065,74.8,0,3.266,0.550
11/23/2022,50.64,27.299,23.318,78.9,0.118,2.454,0.450
11/24/2022,45.76,26.675,23.358,82.1,0.002,2.761,0.356
11/25/2022,60.71,27.129,23.184,79.1,0,1.543,0.532
