ISPU PM2.5;datetime;temp;dew;humidity;precip;windspeed;AOD
119.25;07/08/2022;27.7;23.9;80.7;3.051;16.6;0.37199998
84.75;08/08/2022;28.1;23.4;76.8;0.0;18.4;0.1652
8.416.666.666.666.660;09/08/2022;28.5;23.4;75.0;2.593;14.8;0.366
7.036.363.636.363.630;10/08/2022;28.7;23.1;73.9;0.032;22.3;0.40379998
10.780.952.380.952.300;11/08/2022;29.1;23.8;74.7;0.242;19.5;0.45679998
9.756.521.739.130.430;12/08/2022;28.8;23.4;73.4;2.357;18.4;0.71599996
7.892.307.692.307.690;13/08/2022;28.2;23.4;76.5;0.318;25.9;0.78099996
8.610.526.315.789.470;14/08/2022;28.4;23.4;74.9;2.801;27.7;0.13419999
8.655.555.555.555.550;15/08/2022;28.5;23.1;73.8;1.344;18.4;0.26659998
700.952.380.952.381;16/08/2022;28.1;23.6;77.5;0.597;14.8;
7.292.857.142.857.140;17/08/2022;28.2;23.7;77.3;4.502;27.7;0.66499996
89.5;18/08/2022;28.9;22.1;68.2;0.0;33.5;0.2724
10.184.210.526.315.700;19/08/2022;29.3;22.0;66.4;0.0;31.0;0.262
10.733.333.333.333.300;20/08/2022;29.0;23.0;70.9;0.043;31.7;0.99859995
10.018.181.818.181.800;21/08/2022;28.4;22.9;73.0;7.664;20.5;0.76699996
7.984.210.526.315.780;22/08/2022;27.2;23.5;80.8;0.0;18.3;0.28579998
9.042.105.263.157.890;23/08/2022;29.1;23.1;72.3;0.0;18.4;0.259
117.45;24/08/2022;29.0;23.2;72.1;0.464;22.3;0.3266
101.4;25/08/2022;29.0;21.8;66.6;0.054;25.9;0.29839998
11.677.777.777.777.700;26/08/2022;28.6;21.9;68.0;0.026;14.4;0.1314
10.223.076.923.076.900;27/08/2022;27.9;23.6;77.8;2.433;18.4;0.1574
47.285.714.285.714.200;28/08/2022;27.2;23.9;82.4;1.285;20.5;0.6146
82.2;29/08/2022;27.9;23.9;79.5;1.07;16.6;0.2898
836.470.588.235.294;30/08/2022;28.7;22.8;72.0;0.0;18.2;0.4552
;31/08/2022;28.6;22.9;72.9;0.199;14.8;0.687
;01/09/2022;28.8;23.7;75.0;2.447;33.5;0.2562
11.029.411.764.705.800;02/09/2022;28.1;23.6;78.2;1.854;18.4;0.0196
70.0;03/09/2022;27.6;23.0;76.9;0.423;29.5;0.4982
0.0;04/09/2022;28.0;23.0;75.2;0.731;29.5;0.398
8.644.444.444.444.440;05/09/2022;29.1;23.5;73.6;0.208;22.3;0.667
8.876.470.588.235.290;06/09/2022;29.0;23.9;75.7;7.92;27.7;0.588
8.142.105.263.157.890;07/09/2022;27.0;24.4;86.6;12.652;24.1;0.26319999
8.488.888.888.888.880;08/09/2022;25.8;24.2;90.7;7.4;13.0;
9.052.631.578.947.360;09/09/2022;26.3;23.5;85.6;41.103;18.4;0.538
;10/09/2022;26.0;23.8;88.0;7.332;24.1;0.5076
;11/09/2022;27.4;23.8;81.5;13.279;20.5;0.0958
;12/09/2022;27.1;23.6;82.0;1.696;13.0;0.3116
84.9;13/09/2022;27.9;23.6;78.1;0.265;16.6;0.6476
10.676.190.476.190.400;14/09/2022;28.2;22.3;71.9;0.005;18.3;0.48999998
11.894.117.647.058.800;15/09/2022;28.7;22.5;70.8;0.0;13.0;0.21319999
;16/09/2022;28.0;23.3;76.6;2.518;16.6;0.35079998
10.281.818.181.818.100;17/09/2022;28.5;23.9;76.8;0.0;22.3;0.464
0.0;18/09/2022;28.1;24.5;81.4;0.571;12.8;0.5528
57.2;19/09/2022;28.2;23.6;77.4;3.25;18.4;0.3728
112.25;20/09/2022;28.3;22.4;71.9;0.0;14.8;12.486
11.295.238.095.238.000;21/09/2022;28.1;23.8;78.3;5.211;17.6;0.9456
8.642.105.263.157.890;22/09/2022;27.5;24.1;82.3;15.142;22.3;0.519
9.136.842.105.263.150;23/09/2022;28.0;23.8;79.5;5.361;21.9;
;24/09/2022;28.4;24.1;78.3;0.0;24.1;0.2708
;25/09/2022;28.5;24.2;78.2;0.0;20.5;0.4098
;26/09/2022;28.9;22.9;72.4;8.764;18.4;0.2112
;27/09/2022;28.9;22.9;71.5;0.011;18.4;0.1576
;28/09/2022;29.0;23.4;73.6;0.026;16.6;0.45679998
;29/09/2022;29.0;23.1;71.9;0.163;21.9;11.474
;30/09/2022;28.4;23.4;75.4;0.0;27.7;0.4664
1.321.875;01/10/2022;29.6;24.5;75.2;0.211;20.7;0.413
730.909.090.909.091;02/10/2022;26.9;24.5;87.1;19.15;10.6;
7.521.739.130.434.780;03/10/2022;28.3;24.2;80.0;3.729;14.8;0.5628
9.445.454.545.454.540;04/10/2022;26.7;24.1;86.2;19.29;22.3;0.0714
7.033.333.333.333.330;05/10/2022;27.2;24.4;85.5;5.142;16.6;
8.670.588.235.294.110;06/10/2022;26.9;24.3;86.7;28.968;27.6;0.2126
;07/10/2022;26.3;23.9;88.1;6.732;25.8;0.6724
;08/10/2022;27.5;23.1;78.2;0.402;22.3;
;09/10/2022;27.5;24.1;82.3;5.704;29.5;1.321
7.433.333.333.333.330;10/10/2022;27.5;23.5;80.2;0.211;14.7;
11.038.888.888.888.800;11/10/2022;27.2;23.7;82.5;14.534;22.3;1.982
10.515.789.473.684.200;12/10/2022;27.4;23.4;79.6;1.073;18.4;0.876
9.363.157.894.736.840;13/10/2022;27.1;23.6;82.7;24.434;22.3;0.4802
9.385.714.285.714.280;14/10/2022;28.0;23.7;78.6;0.74;16.6;0.1312
7.861.904.761.904.760;15/10/2022;27.8;24.3;81.8;7.89;18.4;0.3284
9.142.105.263.157.890;16/10/2022;28.1;24.9;83.4;5.309;13.0;0.6238
8.219.047.619.047.610;17/10/2022;28.7;24.5;79.4;2.399;22.3;0.6868
7.905.263.157.894.730;18/10/2022;27.9;24.2;81.5;1.844;18.2;
90.9;19/10/2022;26.9;24.2;86.1;11.802;32.5;
5.573.684.210.526.310;20/10/2022;27.1;24.5;86.1;0.352;18.0;
;21/10/2022;27.7;24.0;80.9;0.649;21.6;
82.0;22/10/2022;28.4;24.7;81.0;0.306;13.0;1.433
7.295.454.545.454.540;23/10/2022;28.1;24.7;82.7;44.415;22.3;0.3076
56.0;24/10/2022;27.9;23.2;77.4;0.058;27.7;0.516
4.536.842.105.263.150;25/10/2022;27.1;24.0;84.5;5.561;22.3;
;26/10/2022;26.7;23.7;84.6;15.725;27.7;
;27/10/2022;27.7;22.8;76.4;0.0;22.3;0.5614
;28/10/2022;28.6;21.6;68.6;0.0;27.7;0.0314
873.125;29/10/2022;28.6;23.2;73.4;0.0;16.6;0.032199997
8.054.545.454.545.450;30/10/2022;28.3;22.7;73.1;0.0;18.4;0.41779998
6.252.173.913.043.470;31/10/2022;28.5;23.5;75.1;0.005;16.6;
7.006.666.666.666.660;01/11/2022;28.7;23.7;75.9;0.0;14.7;0.52739996
13.594.117.647.058.800;02/11/2022;28.4;24.0;78.2;1.498;18.4;19.258
93.85;03/11/2022;27.7;24.1;81.7;0.85;18.4;11.539.999
9.633.333.333.333.330;04/11/2022;28.0;23.7;79.5;19.52;13.0;0.63519996
81.4;05/11/2022;27.0;24.0;84.3;2.083;18.4;0.4102
;06/11/2022;27.4;24.4;84.1;0.0;18.4;
;07/11/2022;26.7;24.8;89.7;10.331;31.7;0.99039996
;08/11/2022;26.6;24.1;86.6;6.514;22.2;0.6494
936.923.076.923.077;09/11/2022;27.5;23.5;80.1;0.0;22.3;
75.75;10/11/2022;27.6;24.3;82.3;10.457;22.3;
6.911.764.705.882.350;11/11/2022;27.0;23.4;81.4;1.446;46.4;
606.875;12/11/2022;26.6;24.2;87.2;10.635;25.9;0.7032
6.628.571.428.571.420;13/11/2022;26.3;24.1;88.4;10.98;22.3;
8.094.736.842.105.260;14/11/2022;27.6;24.0;81.8;1.175;18.4;0.5344
7.842.105.263.157.890;15/11/2022;27.9;24.2;81.1;0.0;25.9;0.8928
6.711.111.111.111.110;16/11/2022;28.8;24.0;76.4;0.132;14.8;0.8078
;17/11/2022;25.9;24.1;90.3;50.184;18.4;
53.833.333.333.333.300;18/11/2022;27.4;23.2;79.5;0.613;27.8;0.4644
63.608.695.652.173.900;19/11/2022;28.0;24.0;79.6;0.073;31.7;0.2096
6.215.384.615.384.610;20/11/2022;28.3;23.8;77.5;0.0;35.3;0.155
60.785.714.285.714.200;21/11/2022;28.7;22.8;72.3;0.02;27.7;0.3048
6.508.695.652.173.910;22/11/2022;28.7;23.3;73.6;0.0;37.1;
6.786.363.636.363.630;23/11/2022;28.4;23.4;75.6;2.638;25.9;0.39319998
6.429.411.764.705.880;24/11/2022;27.6;23.7;80.0;3.593;27.6;
739.047.619.047.619;25/11/2022;27.2;23.9;82.7;0.448;16.6;0.777
124.65;26/11/2022;26.9;24.2;85.8;10.979;29.5;10.466
11.422.222.222.222.200;27/11/2022;27.7;24.1;81.5;1.168;20.5;
;28/11/2022;27.5;24.6;84.8;13.562;27.7;10.602
78.5;29/11/2022;28.2;24.3;80.6;5.371;18.4;0.0098
9.522.727.272.727.270;30/11/2022;28.1;23.9;78.9;0.727;14.8;
9.181.818.181.818.180;01/12/2022;27.7;24.3;82.5;0.318;20.5;0.3876
93.1;02/12/2022;27.5;24.1;81.9;2.88;14.8;
92.9;03/12/2022;27.7;23.7;80.0;1.59;18.4;0.6372
52.0;04/12/2022;28.1;24.0;79.1;0.528;20.5;0.96419996
11.147.368.421.052.600;05/12/2022;27.8;23.9;79.9;4.483;20.5;0.87039995
659.375;06/12/2022;27.3;24.1;83.2;3.204;16.6;1.022
859.047.619.047.619;07/12/2022;27.5;24.2;82.9;1.791;16.6;
8.493.333.333.333.330;08/12/2022;27.7;23.7;79.8;3.59;24.1;0.7384
89.8;09/12/2022;25.9;23.7;88.0;10.741;31.7;
7.673.684.210.526.310;10/12/2022;28.0;23.3;76.7;1.168;20.5;0.45679998
7.080.952.380.952.380;11/12/2022;27.7;23.6;79.1;0.634;29.5;0.4806
6.433.333.333.333.330;12/12/2022;28.0;22.9;75.5;1.609;37.0;0.2722
666.842.105.263.158;13/12/2022;27.4;23.4;79.3;0.0;33.5;0.3394
;14/12/2022;28.2;23.8;78.3;0.031;24.1;0.6684
;15/12/2022;29.3;22.8;69.3;0.345;52.6;0.33179998
8.308.333.333.333.330;16/12/2022;27.5;23.7;80.5;6.553;25.9;
;17/12/2022;27.9;24.4;82.7;2.556;18.4;0.2572
;18/12/2022;27.9;24.6;83.4;2.665;22.3;0.72819996
;19/12/2022;28.0;24.1;80.6;0.0;9.4;0.4836
142.875;20/12/2022;27.7;24.4;83.1;1.097;18.4;0.7188
;21/12/2022;27.8;24.7;83.6;0.531;20.3;0.4626
;22/12/2022;26.5;24.0;87.1;22.199;24.0;
;23/12/2022;26.8;24.3;86.7;9.129;20.5;
;24/12/2022;27.5;24.6;84.8;0.765;20.7;0.5112
;25/12/2022;26.0;24.3;90.4;14.841;24.1;
